Date,Row,Section,Number,Weight,Probes,Damage,Color,Treatment,Location
6/24/2020,T8,2,3,,333,U,,T,Outer
6/24/2020,T8,2,4,,378,U,,T,Outer
6/24/2020,T8,2,5,,442,U,,T,Outer
6/24/2020,T8,3,1,,280,U,,T,Outer
6/24/2020,T8,3,2,,233,U,,T,Outer
6/24/2020,T8,3,3,,545,VSD,,T,Outer
6/24/2020,T8,3,4,,307,U,,T,Outer
6/24/2020,T8,3,5,,176,U,,T,Outer
6/24/2020,T8,4,1,,150,D,,T,Outer
6/24/2020,T8,4,2,,176,U,,T,Outer
6/24/2020,T8,4,3,,162,U,,T,Outer
6/24/2020,T8,4,4,,74,U,,T,Outer
6/24/2020,T8,4,5,,306,U,,T,Outer
6/24/2020,T8,5,1,,271,U,,T,Outer
6/24/2020,T8,5,2,,176,U,,T,Outer
6/24/2020,T8,5,3,,115,D,,T,Outer
6/24/2020,T8,5,4,,168,D,,T,Outer
6/24/2020,T8,5,5,,242,U,,T,Outer
6/24/2020,T8C,1,1,,164,U,,C,Outer
6/24/2020,T8C,1,2,,243,D,,C,Outer
6/24/2020,T8C,1,3,,411,D,,C,Outer
6/24/2020,T8C,1,4,,121,D,,C,Outer
6/24/2020,T8C,1,5,,109,U,,C,Outer
6/24/2020,T8C,2,1,,166,U,,C,Outer
6/24/2020,T8C,2,2,,129,U,,C,Outer
6/24/2020,T8C,2,3,,77,D,,C,Outer
6/24/2020,T8C,2,4,,145,U,,C,Outer
6/24/2020,T8C,2,5,,169,U,,C,Outer
6/24/2020,T8C,3,1,,123,U,,C,Outer
6/24/2020,T8C,3,2,,181,U,,C,Outer
6/24/2020,T8C,3,3,,234,U,,C,Outer
6/24/2020,T8C,3,4,,141,U,,C,Outer
6/24/2020,T8C,3,5,,91,U,,C,Outer
6/24/2020,T8C,4,1,,183,U,,C,Outer
6/24/2020,T8C,4,2,,149,U,,C,Outer
6/24/2020,T8C,4,3,,126,U,,C,Outer
6/24/2020,T8C,4,4,,146,U,,C,Outer
6/24/2020,T8C,4,5,,89,U,,C,Outer
6/24/2020,T8C,5,1,,164,U,,C,Outer
6/24/2020,T8C,5,2,,227,U,,C,Outer
6/24/2020,T8C,5,3,,238,U,,C,Outer
6/24/2020,T8C,5,4,,61,U,,C,Outer
6/24/2020,T8C,5,5,,107,U,,C,Outer
6/18/2020,T1,1,1,,424,U,,T,Outer
6/18/2020,T1,1,2,,316,VSD ,,T,Outer
6/18/2020,T1,1,3,,256,U,,T,Outer
6/18/2020,T1,1,4,,184,U,,T,Outer
6/18/2020,T1,1,5,,106,U,,T,Outer
6/18/2020,T1,2,1,,280,SD,,T,Outer
6/18/2020,T1,2,2,,131,U,,T,Outer
6/18/2020,T1,2,3,,67,U,,T,Outer
6/18/2020,T1,2,4,,136,U,,T,Outer
6/18/2020,T1,2,5,,297,VSD ,,T,Outer
6/18/2020,T1,3,1,,256,U,,T,Outer
6/18/2020,T1,3,2,,287,VSD ,,T,Outer
6/18/2020,T1,3,3,,56,U,,T,Outer
6/18/2020,T1,3,4,,354,SD,,T,Outer
6/18/2020,T1,3,5,,266,U,,T,Outer
6/18/2020,T1,4,1,,169,U,,T,Outer
6/18/2020,T1,4,2,,81,U,,T,Outer
6/18/2020,T1,4,3,,246,SD,,T,Outer
6/18/2020,T1,4,4,,44,U,,T,Outer
6/18/2020,T1,4,5,,NA,U,,T,Outer
6/18/2020,T1,5,1,,207,U,,T,Outer
6/18/2020,T1,5,2,,256,U,,T,Outer
6/18/2020,T1,5,3,,61,U,,T,Outer
6/18/2020,T1,5,4,,72,U,,T,Outer
6/18/2020,T1,5,5,,74,U,,T,Outer
6/18/2020,T1C,1,1,,265,D,,C,Outer
6/18/2020,T1C,1,2,,41,U,,C,Outer
6/18/2020,T1C,1,3,,111,U,,C,Outer
6/18/2020,T1C,1,4,,53,U,,C,Outer
6/18/2020,T1C,1,5,,56,U,,C,Outer
6/18/2020,T1C,2,1,,134,U,,C,Outer
6/18/2020,T1C,2,2,,83,U,,C,Outer
6/18/2020,T1C,2,3,,35,U,,C,Outer
6/18/2020,T1C,2,4,,78,U,,C,Outer
6/18/2020,T1C,2,5,,89,U,,C,Outer
6/18/2020,T1C,3,1,,239,U,,C,Outer
6/18/2020,T1C,3,2,,199,U,,C,Outer
6/18/2020,T1C,3,3,,113,U,,C,Outer
6/18/2020,T1C,3,4,,31,U,,C,Outer
6/18/2020,T1C,3,5,,61,U,,C,Outer
6/18/2020,T1C,4,1,,191,U,,C,Outer
6/18/2020,T1C,4,2,,175,U,,C,Outer
6/18/2020,T1C,4,3,,213,U,,C,Outer
6/18/2020,T1C,4,4,,31,U,,C,Outer
6/18/2020,T1C,4,5,,145,U,,C,Outer
6/18/2020,T1C,5,1,,122,U,,C,Outer
6/18/2020,T1C,5,2,,280,U,,C,Outer
6/18/2020,T1C,5,3,,153,U,,C,Outer
6/18/2020,T1C,5,4,,74,U,,C,Outer
6/18/2020,T1C,5,5,,112,U,,C,Outer
6/18/2020,T4,1,1,,374,SD,,T,Inner
6/18/2020,T4,1,2,,176,U,,T,Inner
6/18/2020,T4,1,3,,255,U,,T,Inner
6/18/2020,T4,1,4,,193,U,,T,Inner
6/18/2020,T4,1,5,,47,U,,T,Inner
6/18/2020,T4,2,1,,325,U,,T,Inner
6/18/2020,T4,2,2,,111,U,,T,Inner
6/18/2020,T4,2,3,,121,U,,T,Inner
6/18/2020,T4,2,4,,89,U,,T,Inner
6/18/2020,T4,2,5,,127,U,,T,Inner
6/18/2020,T4,3,1,,47,U,,T,Inner
6/18/2020,T4,3,2,,167,U,,T,Inner
6/18/2020,T4,3,3,,25,U,,T,Inner
6/18/2020,T4,3,4,,104,U,,T,Inner
6/18/2020,T4,3,5,,99,U,,T,Inner
6/18/2020,T4,4,1,,158,U,,T,Inner
6/18/2020,T4,4,2,,146,U,,T,Inner
6/18/2020,T4,4,3,,72,U,,T,Inner
6/18/2020,T4,4,4,,85,U,,T,Inner
6/18/2020,T4,4,5,,62,U,,T,Inner
6/18/2020,T4,5,1,,256,SD,,T,Inner
6/18/2020,T4,5,2,,235,U,,T,Inner
6/18/2020,T4,5,3,,49,U,,T,Inner
6/18/2020,T4,5,4,,43,U,,T,Inner
6/18/2020,T4,5,5,,50,U,,T,Inner
6/18/2020,T4C,1,1,,52,U,,C,Inner
6/18/2020,T4C,1,2,,72,U,,C,Inner
6/18/2020,T4C,1,3,,131,U,,C,Inner
6/18/2020,T4C,1,4,,79,U,,C,Inner
6/18/2020,T4C,1,5,,36,U,,C,Inner
6/18/2020,T4C,2,1,,92,U,,C,Inner
6/18/2020,T4C,2,2,,11,U,,C,Inner
6/18/2020,T4C,2,3,,42,U,,C,Inner
6/18/2020,T4C,2,4,,126,U,,C,Inner
6/18/2020,T4C,2,5,,49,U,,C,Inner
6/18/2020,T4C,3,1,,53,U,,C,Inner
6/18/2020,T4C,3,2,,55,U,,C,Inner
6/18/2020,T4C,3,3,,145,U,,C,Inner
6/18/2020,T4C,3,4,,64,U,,C,Inner
6/18/2020,T4C,3,5,,120,U,,C,Inner
6/18/2020,T4C,4,1,,85,U,,C,Inner
6/18/2020,T4C,4,2,,71,U,,C,Inner
6/18/2020,T4C,4,3,,65,U,,C,Inner
6/18/2020,T4C,4,4,,82,U,,C,Inner
6/18/2020,T4C,4,5,,44,U,,C,Inner
6/18/2020,T4C,5,1,,184,U,,C,Inner
6/18/2020,T4C,5,2,,34,U,,C,Inner
6/18/2020,T4C,5,3,,61,U,,C,Inner
6/18/2020,T4C,5,4,,54,U,,C,Inner
6/18/2020,T4C,5,5,,42,U,,C,Inner
6/18/2020,T5,1,1,,19,U,,T,Inner
6/18/2020,T5,1,2,,217,U,,T,Inner
6/18/2020,T5,1,3,,311,VSD ,,T,Inner
6/18/2020,T5,1,4,,192,U,,T,Inner
6/18/2020,T5,1,5,,237,U,,T,Inner
6/18/2020,T5,2,1,,168,U,,T,Inner
6/18/2020,T5,2,2,,286,U,,T,Inner
6/18/2020,T5,2,3,,103,U,,T,Inner
6/18/2020,T5,2,4,,110,U,,T,Inner
6/18/2020,T5,2,5,,106,U,,T,Inner
6/18/2020,T5,3,1,,103,U,,T,Inner
6/18/2020,T5,3,2,,142,U,,T,Inner
6/18/2020,T5,3,3,,104,U,,T,Inner
6/18/2020,T5,3,4,,164,U,,T,Inner
6/18/2020,T5,3,5,,88,U,,T,Inner
6/18/2020,T5,4,1,,90,U,,T,Inner
6/18/2020,T5,4,2,,117,U,,T,Inner
6/18/2020,T5,4,3,,96,U,,T,Inner
6/18/2020,T5,4,4,,394,U,,T,Inner
6/18/2020,T5,4,5,,99,U,,T,Inner
6/18/2020,T5,5,1,,126,U,,T,Inner
6/18/2020,T5,5,2,,230,U,,T,Inner
6/18/2020,T5,5,3,,278,U,,T,Inner
6/18/2020,T5,5,4,,185,U,,T,Inner
6/18/2020,T5,5,5,,222,U,,T,Inner
6/18/2020,T5C,1,1,,183,D,,C,Inner
6/18/2020,T5C,1,2,,120,U,,C,Inner
6/18/2020,T5C,1,3,,76,U,,C,Inner
6/18/2020,T5C,1,4,,105,D,,C,Inner
6/18/2020,T5C,1,5,,356,VSD ,,C,Inner
6/18/2020,T5C,2,1,,102,U,,C,Inner
6/18/2020,T5C,2,2,,190,U,,C,Inner
6/18/2020,T5C,2,3,,239,D,,C,Inner
6/18/2020,T5C,2,4,,228,U,,C,Inner
6/18/2020,T5C,2,5,,243,U,,C,Inner
6/18/2020,T5C,3,1,,73,U,,C,Inner
6/18/2020,T5C,3,2,,128,U,,C,Inner
6/18/2020,T5C,3,3,,155,U,,C,Inner
6/18/2020,T5C,3,4,,118,U,,C,Inner
6/18/2020,T5C,3,5,,75,U,,C,Inner
6/18/2020,T5C,4,1,,111,U,,C,Inner
6/18/2020,T5C,4,2,,144,U,,C,Inner
6/18/2020,T5C,4,3,,147,U,,C,Inner
6/18/2020,T5C,4,4,,124,U,,C,Inner
6/18/2020,T5C,4,5,,113,U,,C,Inner
6/18/2020,T5C,5,1,,102,D,,C,Inner
6/18/2020,T5C,5,2,,92,U,,C,Inner
6/18/2020,T5C,5,3,,104,U,,C,Inner
6/18/2020,T5C,5,4,,46,U,,C,Inner
6/18/2020,T5C,5,5,,236,U,,C,Inner
6/18/2020,T8,1,1,,423,VSD ,,T,Outer
6/18/2020,T8,1,2,,247,U,,T,Outer
6/18/2020,T8,1,3,,320,SD,,T,Outer
6/18/2020,T8,1,4,,276,U,,T,Outer
6/18/2020,T8,1,5,,183,U,,T,Outer
6/18/2020,T8,2,1,,202,U,,T,Outer
6/18/2020,T8,2,2,,231,VSD ,,T,Outer
6/18/2020,T8,2,3,,318,D,,T,Outer
6/18/2020,T8,2,4,,375,U,,T,Outer
6/18/2020,T8,2,5,,255,D,,T,Outer
6/18/2020,T8,3,1,,404,D,,T,Outer
6/18/2020,T8,3,2,,229,SD,,T,Outer
6/18/2020,T8,3,3,,180,U,,T,Outer
6/18/2020,T8,3,4,,314,U,,T,Outer
6/18/2020,T8,3,5,,122,U,,T,Outer
6/18/2020,T8,4,1,,271,VSD ,,T,Outer
6/18/2020,T8,4,2,,144,U,,T,Outer
6/18/2020,T8,4,3,,88,U,,T,Outer
6/18/2020,T8,4,4,,187,U,,T,Outer
6/18/2020,T8,4,5,,150,U,,T,Outer
6/18/2020,T8,5,1,,239,U,,T,Outer
6/18/2020,T8,5,2,,237,U,,T,Outer
6/18/2020,T8,5,3,,36,U,,T,Outer
6/18/2020,T8,5,4,,238,U,,T,Outer
6/18/2020,T8,5,5,,203,U,,T,Outer
6/18/2020,T8C,1,1,,272,U,,C,Outer
6/18/2020,T8C,1,2,,73,U,,C,Outer
6/18/2020,T8C,1,3,,51,U,,C,Outer
6/18/2020,T8C,1,4,,69,U,,C,Outer
6/18/2020,T8C,1,5,,35,D,,C,Outer
6/18/2020,T8C,2,1,,217,U,,C,Outer
6/18/2020,T8C,2,2,,154,U,,C,Outer
6/18/2020,T8C,2,3,,243,U,,C,Outer
6/18/2020,T8C,2,4,,71,U,,C,Outer
6/18/2020,T8C,2,5,,52,U,,C,Outer
6/18/2020,T8C,3,1,,255,U,,C,Outer
6/18/2020,T8C,3,2,,111,U,,C,Outer
6/18/2020,T8C,3,3,,56,U,,C,Outer
6/18/2020,T8C,3,4,,61,U,,C,Outer
6/18/2020,T8C,3,5,,207,U,,C,Outer
6/18/2020,T8C,4,1,,123,U,,C,Outer
6/18/2020,T8C,4,2,,116,U,,C,Outer
6/18/2020,T8C,4,3,,133,U,,C,Outer
6/18/2020,T8C,4,4,,222,U,,C,Outer
6/18/2020,T8C,4,5,,216,U,,C,Outer
6/18/2020,T8C,5,1,,190,VSD ,,C,Outer
6/18/2020,T8C,5,2,,49,U,,C,Outer
6/18/2020,T8C,5,3,,38,U,,C,Outer
6/18/2020,T8C,5,4,,56,U,,C,Outer
6/18/2020,T8C,5,5,,143,VSD ,,C,Outer
6/10/2020,T1,1,1,,237,,,T,Outer
6/10/2020,T1,1,2,,52,,,T,Outer
6/10/2020,T1,1,3,,98,,,T,Outer
6/10/2020,T1,1,4,,294,,,T,Outer
6/10/2020,T1,1,5,,80,,,T,Outer
6/10/2020,T1,2,1,,42,,,T,Outer
6/10/2020,T1,2,2,,74,,,T,Outer
6/10/2020,T1,2,3,,79,,,T,Outer
6/10/2020,T1,2,4,,88,,,T,Outer
6/10/2020,T1,2,5,,196,,,T,Outer
6/10/2020,T1,3,1,,126,,,T,Outer
6/10/2020,T1,3,2,,116,,,T,Outer
6/10/2020,T1,3,3,,44,,,T,Outer
6/10/2020,T1,3,4,,14,,,T,Outer
6/10/2020,T1,3,5,,13,,,T,Outer
6/10/2020,T1,4,1,,76,,,T,Outer
6/10/2020,T1,4,2,,115,,,T,Outer
6/10/2020,T1,4,3,,31,,,T,Outer
6/10/2020,T1,4,4,,94,,,T,Outer
6/10/2020,T1,4,5,,70,,,T,Outer
6/10/2020,T1,5,1,,32,,,T,Outer
6/10/2020,T1,5,2,,11,,,T,Outer
6/10/2020,T1,5,3,,30,,,T,Outer
6/10/2020,T1,5,4,,34,,,T,Outer
6/10/2020,T1,5,5,,33,,,T,Outer
6/10/2020,T1C,1,1,,12,,,C,Outer
6/10/2020,T1C,1,2,,17,,,C,Outer
6/10/2020,T1C,1,3,,28,,,C,Outer
6/10/2020,T1C,1,4,,84,,,C,Outer
6/10/2020,T1C,1,5,,1,,,C,Outer
6/10/2020,T1C,2,1,,0,,,C,Outer
6/10/2020,T1C,2,2,,97,,,C,Outer
6/10/2020,T1C,2,3,,7,,,C,Outer
6/10/2020,T1C,2,4,,3,,,C,Outer
6/10/2020,T1C,2,5,,110,,,C,Outer
6/10/2020,T1C,3,1,,98,,,C,Outer
6/10/2020,T1C,3,2,,203,,,C,Outer
6/10/2020,T1C,3,3,,31,,,C,Outer
6/10/2020,T1C,3,4,,120,,,C,Outer
6/10/2020,T1C,3,5,,28,,,C,Outer
6/10/2020,T1C,4,1,,35,,,C,Outer
6/10/2020,T1C,4,2,,8,,,C,Outer
6/10/2020,T1C,4,3,,34,,,C,Outer
6/10/2020,T1C,4,4,,77,,,C,Outer
6/10/2020,T1C,4,5,,28,,,C,Outer
6/10/2020,T1C,5,1,,39,,,C,Outer
6/10/2020,T1C,5,2,,62,,,C,Outer
6/10/2020,T1C,5,3,,43,,,C,Outer
6/10/2020,T1C,5,4,,5,,,C,Outer
6/10/2020,T1C,5,5,,279,,,C,Outer
6/10/2020,T4,1,1,,36,,,T,Inner
6/10/2020,T4,1,2,,54,,,T,Inner
6/10/2020,T4,1,3,,44,,,T,Inner
6/10/2020,T4,1,4,,127,,,T,Inner
6/10/2020,T4,1,5,,87,,,T,Inner
6/10/2020,T4,2,1,,190,,,T,Inner
6/10/2020,T4,2,2,,195,,,T,Inner
6/10/2020,T4,2,3,,29,,,T,Inner
6/10/2020,T4,2,4,,93,,,T,Inner
6/10/2020,T4,2,5,,60,,,T,Inner
6/10/2020,T4,3,1,,75,,,T,Inner
6/10/2020,T4,3,2,,94,,,T,Inner
6/10/2020,T4,3,3,,73,,,T,Inner
6/10/2020,T4,3,4,,75,,,T,Inner
6/10/2020,T4,3,5,,41,,,T,Inner
6/10/2020,T4,4,1,,46,,,T,Inner
6/10/2020,T4,4,2,,58,,,T,Inner
6/10/2020,T4,4,3,,47,,,T,Inner
6/10/2020,T4,4,4,,32,,,T,Inner
6/10/2020,T4,4,5,,174,,,T,Inner
6/10/2020,T4,5,1,,50,,,T,Inner
6/10/2020,T4,5,2,,103,,,T,Inner
6/10/2020,T4,5,3,,154,,,T,Inner
6/10/2020,T4,5,4,,77,,,T,Inner
6/10/2020,T4,5,5,,145,,,T,Inner
6/10/2020,T4C,1,1,,40,,,C,Inner
6/10/2020,T4C,1,2,,75,,,C,Inner
6/10/2020,T4C,1,3,,21,,,C,Inner
6/10/2020,T4C,1,4,,7,,,C,Inner
6/10/2020,T4C,1,5,,34,,,C,Inner
6/10/2020,T4C,2,1,,28,,,C,Inner
6/10/2020,T4C,2,2,,134,,,C,Inner
6/10/2020,T4C,2,3,,82,,,C,Inner
6/10/2020,T4C,2,4,,24,,,C,Inner
6/10/2020,T4C,2,5,,6,,,C,Inner
6/10/2020,T4C,3,1,,51,,,C,Inner
6/10/2020,T4C,3,2,,27,,,C,Inner
6/10/2020,T4C,3,3,,61,,,C,Inner
6/10/2020,T4C,3,4,,45,,,C,Inner
6/10/2020,T4C,3,5,,20,,,C,Inner
6/10/2020,T4C,4,1,,316,,,C,Inner
6/10/2020,T4C,4,2,,81,,,C,Inner
6/10/2020,T4C,4,3,,95,,,C,Inner
6/10/2020,T4C,4,4,,22,,,C,Inner
6/10/2020,T4C,4,5,,90,,,C,Inner
6/10/2020,T4C,5,1,,132,,,C,Inner
6/10/2020,T4C,5,2,,48,,,C,Inner
6/10/2020,T4C,5,3,,74,,,C,Inner
6/10/2020,T4C,5,4,,73,,,C,Inner
6/10/2020,T4C,5,5,,133,,,C,Inner
6/10/2020,T5,1,1,,35,,,T,Inner
6/10/2020,T5,1,2,,75,,,T,Inner
6/10/2020,T5,1,3,,137,,,T,Inner
6/10/2020,T5,1,4,,168,,,T,Inner
6/10/2020,T5,1,5,,20,,,T,Inner
6/10/2020,T5,2,1,,49,,,T,Inner
6/10/2020,T5,2,2,,19,,,T,Inner
6/10/2020,T5,2,3,,10,,,T,Inner
6/10/2020,T5,2,4,,8,,,T,Inner
6/10/2020,T5,2,5,,19,,,T,Inner
6/10/2020,T5,3,1,,90,,,T,Inner
6/10/2020,T5,3,2,,11,,,T,Inner
6/10/2020,T5,3,3,,2,,,T,Inner
6/10/2020,T5,3,4,,9,,,T,Inner
6/10/2020,T5,3,5,,6,,,T,Inner
6/10/2020,T5,4,1,,12,,,T,Inner
6/10/2020,T5,4,2,,52,,,T,Inner
6/10/2020,T5,4,3,,175,,,T,Inner
6/10/2020,T5,4,4,,15,,,T,Inner
6/10/2020,T5,4,5,,5,,,T,Inner
6/10/2020,T5,5,1,,95,,,T,Inner
6/10/2020,T5,5,2,,73,,,T,Inner
6/10/2020,T5,5,3,,230,,,T,Inner
6/10/2020,T5,5,4,,85,,,T,Inner
6/10/2020,T5,5,5,,8,,,T,Inner
6/10/2020,T5C,1,1,,63,,,C,Inner
6/10/2020,T5C,1,2,,57,,,C,Inner
6/10/2020,T5C,1,3,,109,,,C,Inner
6/10/2020,T5C,1,4,,10,,,C,Inner
6/10/2020,T5C,1,5,,15,,,C,Inner
6/10/2020,T5C,2,1,,40,,,C,Inner
6/10/2020,T5C,2,2,,66,,,C,Inner
6/10/2020,T5C,2,3,,158,,,C,Inner
6/10/2020,T5C,2,4,,81,,,C,Inner
6/10/2020,T5C,2,5,,17,,,C,Inner
6/10/2020,T5C,3,1,,103,,,C,Inner
6/10/2020,T5C,3,2,,104,,,C,Inner
6/10/2020,T5C,3,3,,65,,,C,Inner
6/10/2020,T5C,3,4,,0,,,C,Inner
6/10/2020,T5C,3,5,,44,,,C,Inner
6/10/2020,T5C,4,1,,129,,,C,Inner
6/10/2020,T5C,4,2,,458,,,C,Inner
6/10/2020,T5C,4,3,,17,,,C,Inner
6/10/2020,T5C,4,4,,14,,,C,Inner
6/10/2020,T5C,4,5,,5,,,C,Inner
6/10/2020,T5C,5,1,,23,,,C,Inner
6/10/2020,T5C,5,2,,195,,,C,Inner
6/10/2020,T5C,5,3,,120,,,C,Inner
6/10/2020,T5C,5,4,,25,,,C,Inner
6/10/2020,T5C,5,5,,17,,,C,Inner
6/10/2020,T8,1,1,,159,,,T,Outer
6/10/2020,T8 ,1,2,,164,,,T,Outer
6/10/2020,T8,1,3,,225,,,T,Outer
6/10/2020,T8,1,4,,64,,,T,Outer
6/10/2020,T8,1,5,,57,,,T,Outer
6/10/2020,T8,2,1,,172,,,T,Outer
6/10/2020,T8,2,2,,121,,,T,Outer
6/10/2020,T8,2,3,,36,,,T,Outer
6/10/2020,T8,2,4,,13,,,T,Outer
6/10/2020,T8,2,5,,39,,,T,Outer
6/10/2020,T8,3,1,,303,,,T,Outer
6/10/2020,T8,3,2,,189,,,T,Outer
6/10/2020,T8,3,3,,228,,,T,Outer
6/10/2020,T8,3,4,,126,,,T,Outer
6/10/2020,T8,3,5,,N/A,,,T,Outer
6/10/2020,T8,4,1,,173,,,T,Outer
6/10/2020,T8,4,2,,151,,,T,Outer
6/10/2020,T8,4,3,,243,,,T,Outer
6/10/2020,T8,4,4,,392,,,T,Outer
6/10/2020,T8,4,5,,116,,,T,Outer
6/10/2020,T8,5,1,,80,,,T,Outer
6/10/2020,T8,5,2,,50,,,T,Outer
6/10/2020,T8,5,3,,239,,,T,Outer
6/10/2020,T8,5,4,,136,,,T,Outer
6/10/2020,T8,5,5,,62,,,T,Outer
6/10/2020,T8C,1,1,,131,,,C,Outer
6/10/2020,T8C,1,2,,152,,,C,Outer
6/10/2020,T8C,1,3,,129,,,C,Outer
6/10/2020,T8C,1,4,,100,,,C,Outer
6/10/2020,T8C,1,5,,31,,,C,Outer
6/10/2020,T8C,2,1,,82,,,C,Outer
6/10/2020,T8C,2,2,,357,,,C,Outer
6/10/2020,T8C,2,3,,74,,,C,Outer
6/10/2020,T8C,2,4,,262,,,C,Outer
6/10/2020,T8C,2,5,,52,,,C,Outer
6/10/2020,T8C,3,1,,127,,,C,Outer
6/10/2020,T8C,3,2,,72,,,C,Outer
6/10/2020,T8C,3,3,,59,,,C,Outer
6/10/2020,T8C,3,4,,62,,,C,Outer
6/10/2020,T8C,3,5,,116,,,C,Outer
6/10/2020,T8C,4,1,,96,,,C,Outer
6/10/2020,T8C,4,2,,72,,,C,Outer
6/10/2020,T8C,4,3,,105,,,C,Outer
6/10/2020,T8C,4,4,,44,,,C,Outer
6/10/2020,T8C,4,5,,138,,,C,Outer
6/10/2020,T8C,5,1,,110,,,C,Outer
6/10/2020,T8C,5,2,,85,,,C,Outer
6/10/2020,T8C,5,3,,98,,,C,Outer
6/10/2020,T8C,5,4,,46,,,C,Outer
6/10/2020,T8C,5,5,,152,,,C,Outer
